"10-digit session UID","Session ID","Session start","Session end","Session duration (minutes)","Charging duration (minutes)","Session idle (minutes)","Estimated Completion Time","kWh delivered","MAX kW","AVG kW","SoC Start","SoC End","User","Vehicle","EVSEID (PFID)","FSE ID","XB Address","Serial #","EVSE type","External Name","Station Name","Site","Site Location","Auth Source","Auth Details","Cost to site","Cost to driver","Fleet","Vehicle barcode"
487876293,"0066250202_2026-05-12 13:36:58.120283_EDGE","2026-05-12 06:36:56.080 -0700","2026-05-13 13:10:41.000 -0700",1833.75,313.43,1520.32,"2026-05-12 14:36:56.080 -0700",25.782,6.547,0.887,,,,,"0066-25-02-02","FSE1701365E","0013A200420EE7D0","SWH01482100220","Webasto DX","2","SMG-2 Fleet Only","SM Garage","912 W Foster Rd, Santa Maria, CA 93455","Kiosk","kiosk_claim",0,0,false,""
487874656,"0066160203_2026-05-12 12:35:20.589337_EDGE","2026-05-12 05:35:24.590 -0700","2026-05-12 17:57:47.529 -0700",742.15,473.57,268.58,"2026-05-12 15:11:24.590 -0700",22.195,3.4,1.87,,,345040,41415,"0066-16-02-03",,"0013A200420EFC6A","SWH01502100199","Webasto DX",,"2","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,8.656,8.656,false,""
487864747,"0066040227_2026-05-12 02:37:08.498207_EDGE","2026-05-11 19:37:15.997 -0700","2026-05-12 04:27:45.039 -0700",530.47,530.38,0.08,"2026-05-12 07:38:15.997 -0700",47.496,6.646,5.73,,,162194,43406,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,20.423,20.42,false,""
487864201,"0066040217_2026-05-12 02:28:42.337577_EDGE","2026-05-11 19:28:40.309 -0700","2026-05-19 10:30:44.042 -0700",10982.07,326.3,10655.77,"2026-05-12 03:28:40.309 -0700",7.933,6.101,0.047,,,,,"0066-04-02-17","FSE742972E","0013A20041B917FF","SWH01162000366","Webasto DX",,"AD-7 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",3.411,3.411,false,""
487863772,"0066040214_2026-05-12 02:22:15.293022_EDGE","2026-05-11 19:22:20.194 -0700","2026-05-11 19:35:52.541 -0700",13.5,12.97,0.53,"2026-05-12 07:22:20.194 -0700",0.325,1.6,1.478,,,162194,43406,"0066-04-02-14","FSE742988E","0013A20041B91742","SWH01142000060","Webasto DX",,"23","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,0.14,0.14,false,""
487854133,"0066270212_2026-05-12 00:38:55.293168_EDGE","2026-05-11 17:38:53.215 -0700","2026-05-13 08:23:12.173 -0700",2324.32,651.9,1672.42,"2026-05-12 01:38:53.215 -0700",45.954,6.516,1.246,,,,,"0066-27-02-12",,"0013A20041F009EB","SWH01492100016","Webasto DX",,"HS-10 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",22.058,22.058,false,""
487852752,"0066250404_2026-05-12 00:27:34.905361_EDGE","2026-05-11 17:27:32.443 -0700","2026-05-12 07:39:58.905 -0700",852.43,334.1,518.33,"2026-05-12 01:27:32.443 -0700",10.183,7.118,0.722,,,,,"0066-25-04-04","FSE688944E","0013A2004196C66E","SOS01461700005","AeroVironment",,"SMG-14 Fleet Only","SM Garage","912 W Foster Rd, Santa Maria, CA 93455","Kiosk","kiosk_claim",0,0,false,""
487851712,"0066050217_2026-05-12 00:20:10.545941_EDGE","2026-05-11 17:20:07.626 -0700","2026-05-12 09:22:15.197 -0700",962.13,475.73,486.4,"2026-05-12 01:20:07.626 -0700",7.036,6.037,0.459,,,,,"0066-05-02-17","FSE688957E","0013A20041B916DD","SWH01162000293","Webasto DX",,"CR-17 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",2.885,2.885,false,""
487850285,"0066040223_2026-05-12 00:10:08.078802_EDGE","2026-05-11 17:10:05.654 -0700","2026-05-11 20:13:40.817 -0700",183.58,0,183.58,"2026-05-12 01:10:05.654 -0700",0,0,0,,,,,"0066-04-02-23","FSE742982E","0013A20041BECEBC","SWH01162000348","Webasto DX",,"AD-17 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
487848817,"0066040212_2026-05-11 23:59:19.986529_EDGE","2026-05-11 16:59:17.961 -0700","2026-05-12 13:47:08.658 -0700",1247.85,81.92,1165.93,"2026-05-12 00:59:17.961 -0700",3.001,5.871,0.153,,,,,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",1.291,1.291,false,""
487846832,"0066050219_2026-05-11 23:44:20.403480_EDGE","2026-05-11 16:44:17.510 -0700","2026-05-12 07:02:38.336 -0700",858.35,10.9,847.45,"2026-05-12 00:44:17.510 -0700",1.011,6.104,0.077,,,,,"0066-05-02-19","FSE688948E","0013A20041B90B9A","SWH01162000389","Webasto DX",,"CR-19 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",0.414,0.414,false,""
487845479,"0066060203_2026-05-11 23:34:29.622482_EDGE","2026-05-11 16:34:27.305 -0700","2026-05-12 09:32:52.256 -0700",1018.42,536.88,481.53,"2026-05-12 00:34:27.305 -0700",5.255,2.81,0.326,,,,,"0066-06-02-03","FSE596151E","0013A200419B5804","SBE02031970142","Webasto DX",,"SS-3 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk","kiosk_claim",2.155,2.154,false,""
487845261,"0066030316_2026-05-11 23:32:50.998304_EDGE","2026-05-11 16:32:48.523 -0700","2026-05-12 07:54:08.562 -0700",921.33,503.98,417.35,"2026-05-12 02:32:48.523 -0700",23.533,6.305,1.609,,,,,"0066-03-03-16","FSE596422E","0013A20041A79E99","SBE02031970019","Webasto DX",,"11","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk","kiosk_claim",10.355,10.354,false,""
487844812,"0066270215_2026-05-11 23:29:37.131587_EDGE","2026-05-11 16:29:34.833 -0700","2026-05-12 13:15:38.767 -0700",1246.07,472.98,773.08,"2026-05-12 00:29:34.833 -0700",21.444,6.274,1.083,,,,,"0066-27-02-15",,"0013A20041EF0EDF","SWH01312100152","Webasto DX",,"HS-13 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",10.293,10.293,false,""
487841781,"0066250202_2026-05-11 23:05:17.287539_EDGE","2026-05-11 16:05:15.136 -0700","2026-05-12 06:32:55.678 -0700",867.68,0,867.68,"2026-05-12 00:05:15.136 -0700",0.001,0,0,,,,,"0066-25-02-02","FSE1701365E","0013A200420EE7D0","SWH01482100220","Webasto DX","2","SMG-2 Fleet Only","SM Garage","912 W Foster Rd, Santa Maria, CA 93455","Default",,0,0,false,""
487841288,"0066050206_2026-05-11 23:00:54.446899_EDGE","2026-05-11 16:00:52.118 -0700","2026-05-12 09:17:28.276 -0700",1036.6,144.3,892.3,"2026-05-12 00:00:52.118 -0700",13.227,6.046,0.806,,,,,"0066-05-02-06","FSE688956E","0013A20041B9025E","SWH01162000191","Webasto DX",,"CR-6 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",5.423,5.423,false,""
487840998,"0066040219_2026-05-11 22:58:08.425602_EDGE","2026-05-11 15:58:05.953 -0700","2026-05-12 09:52:24.750 -0700",1074.32,455.63,618.68,"2026-05-11 23:58:05.953 -0700",5.917,2.971,0.344,,,,,"0066-04-02-19","FSE742968E","0013A20041B92FC4","SWH01162000387","Webasto DX",,"AD-1 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",2.544,2.544,false,""
487840792,"0066040213_2026-05-11 22:56:11.986837_EDGE","2026-05-11 15:56:09.414 -0700","2026-05-12 06:11:40.853 -0700",855.52,852.03,3.48,"2026-05-11 23:56:09.414 -0700",56.268,5.87,4.187,,,,,"0066-04-02-13","FSE742987E","0013A20041B91079","SWH01162000372","Webasto DX",,"AD-21 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",24.195,24.195,false,""
487840760,"0066270214_2026-05-11 22:55:52.538470_EDGE","2026-05-11 15:55:49.891 -0700","2026-05-12 12:02:37.610 -0700",1206.8,809.08,397.72,"2026-05-11 23:55:49.891 -0700",51.953,6.392,2.714,,,,,"0066-27-02-14",,"0013A20041F00184","SWH01312100232","Webasto DX",,"HS-12 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",24.937,24.937,false,""
487840030,"0066040210_2026-05-11 22:48:23.866741_EDGE","2026-05-11 15:48:21.341 -0700","2026-05-12 07:36:01.675 -0700",947.67,515.55,432.12,"2026-05-11 23:48:21.341 -0700",7.957,4.653,0.529,,,,,"0066-04-02-10","FSE742978E","0013A20041B90B9F","SWH01162000365","Webasto DX",,"AD-13 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",3.421,3.421,false,""
487839546,"0066250406_2026-05-11 22:43:18.066812_EDGE","2026-05-11 15:43:15.912 -0700","2026-05-12 08:26:10.038 -0700",1002.9,333.43,669.47,"2026-05-11 23:43:15.912 -0700",10.395,7.135,0.627,,,,,"0066-25-04-06","FSE688942E","0013A2004196C67A","SOS01431700161","AeroVironment",,"SMG-15 Fleet Only","SM Garage","912 W Foster Rd, Santa Maria, CA 93455","Kiosk","kiosk_claim",0,0,false,""
487838405,"0066050211_2026-05-11 22:29:35.647322_EDGE","2026-05-11 15:29:33.024 -0700","2026-05-12 09:20:38.476 -0700",1071.08,669.7,401.38,"2026-05-11 23:29:33.024 -0700",19.342,5.987,1.136,,,,,"0066-05-02-11","FSE688963E","0013A20041B9178B","SWH01172000087","Webasto DX",,"CR-11 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",7.93,7.93,false,""
487836940,"0066100201_2026-05-11 22:10:58.359543_EDGE","2026-05-11 15:10:59.018 -0700","2026-05-11 16:54:59.565 -0700",103.65,102.98,0.67,"2026-05-11 20:34:59.018 -0700",4.391,3.741,2.62,,,355276,45200,"0066-10-02-01","FSE811673E","0013A20041E89F6C","SWH01352100074","Webasto DX",,"01","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","App",,1.888,1.888,false,""
487836603,"0066040204_2026-05-11 22:05:15.506607_EDGE","2026-05-11 15:05:13.281 -0700","2026-05-12 07:14:06.773 -0700",968.88,0,968.88,"2026-05-11 23:05:13.281 -0700",0.001,0.273,0,,,,,"0066-04-02-04","FSE742979E","0013A20041B9023F","SWH01162000373","Webasto DX",,"AD-14 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0,0,false,""
487836344,"0066060206_2026-05-11 22:00:48.414307_EDGE","2026-05-11 15:00:46.267 -0700","2026-05-12 10:36:39.863 -0700",1175.9,0.18,1175.72,"2026-05-11 23:00:46.267 -0700",0,0,0,,,,,"0066-06-02-06","FSE596146E","0013A200419B5858","SBE02031970012","Webasto DX",,"SS-6 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
487835901,"0066040215_2026-05-11 21:51:31.491116_EDGE","2026-05-11 14:51:28.968 -0700","2026-05-12 11:03:27.794 -0700",1211.98,256.75,955.23,"2026-05-11 22:51:28.968 -0700",1.571,6.01,0.081,,,,,"0066-04-02-15","FSE742981E","0013A20041B91778","SWH01162000313","Webasto DX",,"AD-16 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.675,0.675,false,""
487835777,"0066250208_2026-05-11 21:48:53.304539_EDGE","2026-05-11 14:48:51.100 -0700","2026-05-14 15:52:26.504 -0700",4383.58,143.9,4239.68,"2026-05-11 22:48:51.100 -0700",8.408,6.4,0.121,,,,,"0066-25-02-08","FSE1701359E","0013A200420F0F13","SWH01502100183","Webasto DX",,"SMG-8 Fleet Only","SM Garage","912 W Foster Rd, Santa Maria, CA 93455","Kiosk","kiosk_claim",0,0,false,""
487835536,"0066040221_2026-05-11 21:43:59.668351_EDGE","2026-05-11 14:43:57.453 -0700","2026-05-12 07:15:50.528 -0700",991.88,362.5,629.38,"2026-05-11 22:43:57.453 -0700",6.445,6.057,0.409,,,,,"0066-04-02-21","FSE742973E","0013A20041B93047","SWH01162000377","Webasto DX",,"AD-8 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",2.772,2.771,false,""
487835495,"0066040223_2026-05-11 21:43:13.313347_EDGE","2026-05-11 14:43:11.315 -0700","2026-05-11 17:09:53.971 -0700",146.72,145.52,1.2,"2026-05-12 02:43:11.315 -0700",4.374,5.995,1.861,,,23914,47908,"0066-04-02-23","FSE742982E","0013A20041BECEBC","SWH01162000348","Webasto DX",,"AD-17 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,1.881,1.881,false,""
487835324,"0066030206_2026-05-11 21:38:59.479168_EDGE","2026-05-11 14:38:56.727 -0700","2026-05-12 08:10:00.499 -0700",1051.07,920.73,130.33,"2026-05-12 00:38:56.727 -0700",45.063,6.293,2.689,,,,,"0066-03-02-06","FSE596423E","0013A200419B582D","SBE02031970174","Webasto DX",,"LD-6 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk","kiosk_claim",19.828,19.828,false,""
487834632,"0066040216_2026-05-11 21:20:10.546250_EDGE","2026-05-11 14:20:08.108 -0700","2026-05-11 16:41:17.322 -0700",141.15,32.7,108.45,"2026-05-11 22:20:08.108 -0700",1.639,3.276,0.709,,,,,"0066-04-02-16","FSE742985E","0013A20041B9178E","SWH01142000043","Webasto DX",,"AD-20 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.705,0.705,false,""
487833794,"0066050205_2026-05-11 20:50:50.850498_EDGE","2026-05-11 13:50:48.016 -0700","2026-05-12 06:58:12.886 -0700",1027.42,600.2,427.22,"2026-05-11 21:50:48.016 -0700",18.274,5.993,1.117,,,,,"0066-05-02-05","FSE688950E","0013A20041B90B3A","SWH01142000056","Webasto DX",,"CR-5 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",7.492,7.492,false,""
487833720,"0066040226_2026-05-11 20:47:38.434413_EDGE","2026-05-11 13:47:43.633 -0700","2026-05-11 21:45:43.944 -0700",477.98,477.9,0.08,"2026-05-12 01:47:43.633 -0700",22.008,6.337,2.895,,,336122,47808,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,9.463,9.463,false,""
487833567,"0066220201_2026-05-11 20:41:27.016690_EDGE","2026-05-11 13:41:24.684 -0700","2026-05-13 07:00:30.375 -0700",2479.1,807.45,1671.65,"2026-05-11 21:41:24.684 -0700",53.892,6.123,1.373,,,,,"0066-22-02-01",,"0013A200420EE814","SWH01502100248","Webasto DX",,"1","CSB Sta 27 New Cuyama","41 Newsome St, New Cuyama, CA 93254","Default",,0,0,false,""
487833054,"0066150202_2026-05-11 20:13:52.108208_EDGE","2026-05-11 13:13:54.676 -0700","2026-05-11 17:10:04.729 -0700",236.07,236,0.07,"2026-05-11 17:13:54.676 -0700",20.187,7,5.388,,,173974,,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","App",,8.277,8.277,false,""
487833024,"0066150202_2026-05-11 20:12:20.506320_EDGE","2026-05-11 13:12:18.194 -0700","2026-05-11 13:13:33.070 -0700",1.25,0,1.25,"2026-05-11 21:12:18.194 -0700",0,0,0,,,,,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
487833002,"0066030308_2026-05-11 20:11:09.915529_EDGE","2026-05-11 13:11:11.416 -0700","2026-05-11 14:31:47.694 -0700",80.27,80,0.27,"2026-05-11 15:11:11.416 -0700",3.936,3.151,3.087,,,32904,38531,"0066-03-03-08","FSE596420E","0013A200419B586B","SBE02511870666","Webasto DX",,"22","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,1.732,1.732,false,""
487832936,"0066050218_2026-05-11 20:07:23.111782_EDGE","2026-05-11 13:07:20.797 -0700","2026-05-12 08:24:29.521 -0700",1157.15,324.25,832.9,"2026-05-11 21:07:20.797 -0700",7.156,6.049,0.394,,,,,"0066-05-02-18","FSE688958E","0013A20041BED22A","SWH01162000383","Webasto DX",,"CR-18 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",2.934,2.934,false,""
487832871,"0066030215_2026-05-11 20:03:08.873847_EDGE","2026-05-11 13:03:06.599 -0700","2026-05-15 11:07:09.248 -0700",5644.05,871.6,4772.45,"2026-05-11 23:03:06.599 -0700",39.989,6.307,0.446,,,,,"0066-03-02-15","FSE596426E","0013A20041A79E82","SBE02031970007","Webasto DX",,"LD-1 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk","kiosk_claim",17.595,17.595,false,""
487832851,"0066150202_2026-05-11 20:01:57.964846_EDGE","2026-05-11 13:01:55.512 -0700","2026-05-11 13:11:54.545 -0700",9.98,0,9.98,"2026-05-11 21:01:55.512 -0700",0,0,0,,,,,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
487832820,"0066150202_2026-05-11 20:00:34.867174_EDGE","2026-05-11 13:00:32.754 -0700","2026-05-11 13:01:39.746 -0700",1.12,0,1.12,"2026-05-11 21:00:32.754 -0700",0,0,0,,,,,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
487832620,"0066040221_2026-05-11 19:49:23.057535_EDGE","2026-05-11 12:49:20.314 -0700","2026-05-11 14:02:30.617 -0700",73.17,0,73.17,"2026-05-11 20:49:20.314 -0700",0,0,0,,,,,"0066-04-02-21","FSE742973E","0013A20041B93047","SWH01162000377","Webasto DX",,"AD-8 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
487832593,"0066030317_2026-05-11 19:48:02.262228_EDGE","2026-05-11 12:48:05.542 -0700","2026-05-11 16:15:00.976 -0700",206.83,153.3,53.53,"2026-05-11 19:48:05.542 -0700",14.558,6.178,4.413,,,27987,38187,"0066-03-03-17","FSE596409E","0013A20041A79EB4","SBE02031970145","Webasto DX",,"13","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,6.405,6.41,false,""
487832325,"0066060202_2026-05-11 19:31:30.604551_EDGE","2026-05-11 12:31:28.688 -0700","2026-05-11 14:13:29.064 -0700",102,101.53,0.47,"2026-05-11 20:31:28.688 -0700",8.617,6.202,5.29,,,,,"0066-06-02-02","FSE596152E","0013A200419B5A9D","SBE02031970322","Webasto DX",,"SS-2 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk","kiosk_claim",3.533,3.533,false,""
487832045,"0066070201_2026-05-11 19:10:04.789703_EDGE","2026-05-11 12:10:07.184 -0700","2026-05-11 15:23:39.569 -0700",192.58,192.52,0.07,"2026-05-11 21:10:07.184 -0700",21.158,7.022,6.899,,,350035,,"0066-07-02-01","FSE811736E","0013A2004189322B","SWH01352100241","Webasto DX",,"2A","SB CARP South Via Real","6728 Via Real, Carpinteria, CA 93013","App",,9.31,9.31,false,""
487832006,"0066080303_2026-05-11 19:07:07.785260_EDGE","2026-05-11 12:07:05.813 -0700","2026-05-11 17:04:42.561 -0700",297.62,82.55,215.07,"2026-05-11 16:33:05.813 -0700",3.911,3.43,0.823,,,285447,36932,"0066-08-03-03","FSE811679E","0013A200422C3D6D","SWH01352100077","Webasto DX",,"B1","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,1.994,1.995,false,""
487831676,"0066040210_2026-05-11 18:39:00.014206_EDGE","2026-05-11 11:38:57.314 -0700","2026-05-11 14:00:18.344 -0700",141.35,140.55,0.8,"2026-05-11 19:38:57.314 -0700",3.633,5.246,1.605,,,,,"0066-04-02-10","FSE742978E","0013A20041B90B9F","SWH01162000365","Webasto DX",,"AD-13 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",1.562,1.562,false,""
487831619,"0066100202_2026-05-11 18:34:51.380035_EDGE","2026-05-11 11:34:55.038 -0700","2026-05-11 13:44:27.667 -0700",129.4,91.82,37.58,"2026-05-11 18:34:55.038 -0700",5.179,3.582,2.514,,,32786,999999,"0066-10-02-02","FSE811674E","0013A20041E4A478","SWH01352100217","Webasto DX",,"02","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","App",,2.227,2.23,false,""
487831590,"0066050204_2026-05-11 18:33:03.437988_EDGE","2026-05-11 11:33:01.604 -0700","2026-05-11 14:39:49.867 -0700",186.8,186.12,0.68,"2026-05-11 19:33:01.604 -0700",11.379,6.09,3.833,,,,,"0066-05-02-04","FSE688945E","0013A20041B91789","SWH01162000299","Webasto DX",,"CR-4 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",4.665,4.665,false,""
487831501,"0066060203_2026-05-11 18:26:30.114801_EDGE","2026-05-11 11:26:27.797 -0700","2026-05-11 12:34:14.941 -0700",67.78,61.73,6.05,"2026-05-11 19:26:27.797 -0700",3.119,5.396,2.852,,,,,"0066-06-02-03","FSE596151E","0013A200419B5804","SBE02031970142","Webasto DX",,"SS-3 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk","kiosk_claim",1.279,1.279,false,""
487831390,"0066030204_2026-05-11 18:17:56.470608_EDGE","2026-05-11 11:17:54.087 -0700","2026-05-12 08:29:07.377 -0700",1271.22,0,1271.22,"2026-05-11 21:17:54.087 -0700",0.001,0,0,,,,,"0066-03-02-04","FSE596413E","0013A200419B57ED","SBE02511870769","Webasto DX",,"LD-7 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Default",,0,0,false,""
487831348,"0066050211_2026-05-11 18:13:49.387734_EDGE","2026-05-11 11:13:46.719 -0700","2026-05-11 13:15:25.467 -0700",121.65,121.38,0.27,"2026-05-11 19:13:46.719 -0700",10.077,6.024,5.208,,,,,"0066-05-02-11","FSE688963E","0013A20041B9178B","SWH01172000087","Webasto DX",,"CR-11 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",4.131,4.131,false,""
487830956,"0066040217_2026-05-11 17:48:41.348351_EDGE","2026-05-11 10:48:39.161 -0700","2026-05-11 12:46:13.636 -0700",117.57,116.25,1.32,"2026-05-11 18:48:39.161 -0700",6.906,5.642,3.68,,,,,"0066-04-02-17","FSE742972E","0013A20041B917FF","SWH01162000366","Webasto DX",,"AD-7 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",2.969,2.969,false,""
487830674,"0066040219_2026-05-11 17:32:52.090583_EDGE","2026-05-11 10:32:49.980 -0700","2026-05-11 14:02:57.344 -0700",210.12,208.93,1.18,"2026-05-11 18:32:49.980 -0700",9.403,5.985,2.832,,,,,"0066-04-02-19","FSE742968E","0013A20041B92FC4","SWH01162000387","Webasto DX",,"AD-1 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",4.043,4.043,false,""
487829592,"0066060206_2026-05-11 16:30:54.407958_EDGE","2026-05-11 09:30:52.224 -0700","2026-05-11 10:14:09.296 -0700",43.28,0,43.28,"2026-05-11 17:30:52.224 -0700",0,0,0,,,,,"0066-06-02-06","FSE596146E","0013A200419B5858","SBE02031970012","Webasto DX",,"SS-6 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
487829041,"0066050203_2026-05-11 16:08:34.067562_EDGE","2026-05-11 09:08:36.823 -0700","2026-05-11 12:30:17.040 -0700",201.52,199.53,1.98,"2026-05-11 12:09:36.823 -0700",18.476,6.018,5.81,,,23519,43401,"0066-05-02-03","FSE688951E","0013A20041BEC60C","SWH01162000400","Webasto DX",,"CR-3 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","App",,7.575,7.575,false,""
487828728,"0066010309_2026-05-11 16:00:19.395784_EDGE","2026-05-11 09:00:17.268 -0700","2026-05-11 13:13:49.837 -0700",253.55,253.47,0.08,"2026-05-11 17:00:17.268 -0700",3.548,3.757,0.893,,,,,"0066-01-03-09","FSE1529520E","0013A20041F00CF4","SWH01502100382","Webasto DX",,"SBG-9 Fleet Only","SB Garage","4568 Calle Real Bldg. A, Santa Barbara, CA 93110","Default",,0,0,false,""
487828532,"0066060207_2026-05-11 15:55:14.825971_EDGE","2026-05-11 08:55:19.300 -0700","2026-05-11 20:27:54.608 -0700",692.43,120.13,572.3,"2026-05-11 12:55:19.300 -0700",5.488,3.171,0.499,,,117758,41489,"0066-06-02-07","FSE596157E","0013A20041B90271","SWH01162000307","Webasto DX",,"SS-7 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,2.25,2.25,false,""
487827954,"0066040223_2026-05-11 15:39:26.457028_EDGE","2026-05-11 08:39:24.355 -0700","2026-05-11 12:06:30.465 -0700",207.1,204.47,2.63,"2026-05-11 12:39:24.355 -0700",7.255,3.48,2.196,,,135042,46249,"0066-04-02-23","FSE742982E","0013A20041BECEBC","SWH01162000348","Webasto DX",,"AD-17 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,3.12,3.12,false,""
487827538,"0066040212_2026-05-11 15:27:39.384767_EDGE","2026-05-11 08:27:37.433 -0700","2026-05-11 12:38:51.877 -0700",251.23,106.8,144.43,"2026-05-11 16:27:37.433 -0700",8.398,5.117,2.114,,,,,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",3.611,3.611,false,""
487827530,"0066270221_2026-05-11 15:27:26.048359_EDGE","2026-05-11 08:27:23.999 -0700","2026-05-12 06:54:49.546 -0700",1347.43,75.33,1272.1,"2026-05-11 16:27:23.999 -0700",1.476,6.29,0.07,,,,,"0066-27-02-21",,"0013A20041ED1E8D","SWH01492100030","Webasto DX",,"HS-19 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",0.708,0.708,false,""
487827123,"0066040226_2026-05-11 15:17:35.687457_EDGE","2026-05-11 08:17:33.464 -0700","2026-05-11 11:58:46.945 -0700",221.22,181.22,40,"2026-05-11 12:41:33.464 -0700",4.398,3.366,1.255,,,144101,36248,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,1.891,1.89,false,""
