"10-digit session UID","Session ID","Session start","Session end","Session duration (minutes)","Charging duration (minutes)","Session idle (minutes)","Estimated Completion Time","kWh delivered","MAX kW","AVG kW","SoC Start","SoC End","User","Vehicle","EVSEID (PFID)","FSE ID","XB Address","Serial #","EVSE type","External Name","Station Name","Site","Site Location","Auth Source","Auth Details","Cost to site","Cost to driver","Fleet","Vehicle barcode"
492277267,"0066070201_2026-07-30 20:45:56.784177_EDGE","2026-07-30 13:45:54.562 -0700","2026-07-30 13:46:02.451 -0700",0.13,0,0.13,"2026-07-30 21:45:54.562 -0700",0,0,0,,,,,"0066-07-02-01","FSE811736E","0013A2004189322B","SWH01352100241","Webasto DX",,"2A","SB CARP South Via Real","6728 Via Real, Carpinteria, CA 93013","Default",,0,0,false,""
492277035,"0066090201_2026-07-30 20:36:04.003368_EDGE","2026-07-30 13:36:01.945 -0700","2026-07-30 18:04:05.343 -0700",268.05,263.65,4.4,"2026-07-30 19:36:01.945 -0700",18.809,7.205,4.396,,,387464,46208,"0066-09-02-01","FSE811670E","0013A20041BBB60B","SWH01352100081","Webasto DX",,"2A","SB CARP Lookout Park","102 Lookout Park Rd, Summerland, CA 93067","App",,8.652,8.65,false,""
492277002,"0066090201_2026-07-30 20:35:01.017160_EDGE","2026-07-30 13:34:58.873 -0700","2026-07-30 13:35:42.232 -0700",0.72,0,0.72,"2026-07-30 21:34:58.873 -0700",0,0,0,,,,,"0066-09-02-01","FSE811670E","0013A20041BBB60B","SWH01352100081","Webasto DX",,"2A","SB CARP Lookout Park","102 Lookout Park Rd, Summerland, CA 93067","Default",,0,0,false,""
492276986,"0066090201_2026-07-30 20:34:22.006890_EDGE","2026-07-30 13:34:19.472 -0700","2026-07-30 13:34:47.063 -0700",0.47,0,0.47,"2026-07-30 21:34:19.472 -0700",0,0,0,,,,,"0066-09-02-01","FSE811670E","0013A20041BBB60B","SWH01352100081","Webasto DX",,"2A","SB CARP Lookout Park","102 Lookout Park Rd, Summerland, CA 93067","Default",,0,0,false,""
492276859,"0066270220_2026-07-30 20:29:13.063389_EDGE","2026-07-30 13:29:10.642 -0700","2026-07-31 09:24:44.548 -0700",1195.57,178.52,1017.05,"2026-07-30 21:29:10.642 -0700",8.294,3.372,0.428,,,,,"0066-27-02-20",,"0013A20041EE238C","SWH01502100239","Webasto DX",,"HS-18 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,3.981,3.981,false,""
492276585,"0066130201_2026-07-30 20:16:33.213730_EDGE","2026-07-30 13:16:38.018 -0700","2026-07-30 16:34:11.633 -0700",197.52,197.43,0.08,"2026-07-30 17:16:38.018 -0700",18.22,6.913,5.857,,,117185,46513,"0066-13-02-01","FSE811688E","0013A20041E8EE04","SWH01352100242","Webasto DX",,"01","SM PW 620 Foster","620 W. Foster Rd, Santa Maria, CA 93455","App",,10.203,10.203,false,""
492276531,"0066150201_2026-07-30 20:14:18.254968_EDGE","2026-07-30 13:14:16.624 -0700","2026-07-30 15:08:34.052 -0700",114.28,61.6,52.68,"2026-07-30 17:14:16.624 -0700",3.274,3.694,1.767,,,27228,48663,"0066-15-02-01",,"0013A20041E89E70","SWH01352100084","Webasto DX",,"DX-001","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","App",,1.342,1.342,false,""
492276472,"0066060208_2026-07-30 20:11:05.084768_EDGE","2026-07-30 13:11:02.800 -0700","2026-07-30 15:48:45.435 -0700",157.72,138.98,18.73,"2026-07-30 21:11:02.800 -0700",8.013,6.007,3.188,,,,,"0066-06-02-08","FSE596145E","0013A20041B917A7","SWH01142000052","Webasto DX",,"SS-8 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk",,3.285,3.285,false,""
492276356,"0066040227_2026-07-30 20:06:47.044717_EDGE","2026-07-30 13:06:44.753 -0700","2026-07-30 16:50:12.181 -0700",223.45,0,223.45,"2026-07-30 21:06:44.753 -0700",0.001,0,0,,,,,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492276152,"0066030320_2026-07-30 19:55:51.309337_EDGE","2026-07-30 12:55:52.237 -0700","2026-07-30 16:57:00.610 -0700",241.07,240.47,0.6,"2026-07-30 19:55:52.237 -0700",17.081,6.145,4.433,,,27987,38187,"0066-03-03-20","FSE596418E","0013A20041A7B4C9","SBE02031970021","Webasto DX",,"12","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,7.516,7.52,false,""
492275973,"0066040215_2026-07-30 19:47:38.289553_EDGE","2026-07-30 12:47:35.975 -0700","2026-07-30 13:14:39.661 -0700",27.07,0,27.07,"2026-07-30 20:47:35.975 -0700",0.001,0,0,,,,,"0066-04-02-15","FSE742981E","0013A20041B91778","SWH01162000313","Webasto DX",,"AD-16 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492275733,"0066160210_2026-07-30 19:34:19.299498_EDGE","2026-07-30 12:34:24.166 -0700","2026-07-30 17:26:33.977 -0700",292.17,292.08,0.08,"2026-07-30 22:10:24.166 -0700",20.994,6.187,4.526,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,8.188,8.19,false,""
492275613,"0066270209_2026-07-30 19:27:08.488795_EDGE","2026-07-30 12:27:06.577 -0700","2026-07-30 12:47:20.407 -0700",20.23,0,20.23,"2026-07-30 20:27:06.577 -0700",0.001,0,0,,,,,"0066-27-02-09",,"0013A20041F01B11","SWH01492100025","Webasto DX",,"HS-7 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Default",,0,0,false,""
492275556,"0066150202_2026-07-30 19:22:38.749619_EDGE","2026-07-30 12:22:39.666 -0700","2026-07-30 16:01:15.498 -0700",218.6,218.52,0.08,"2026-07-30 17:22:39.666 -0700",8.257,6.956,2.404,,,130802,42191,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","App",,3.385,3.385,false,""
492275456,"0066040212_2026-07-30 19:16:07.289415_EDGE","2026-07-30 12:16:11.291 -0700","2026-07-30 13:16:25.281 -0700",60.23,47.95,12.28,"2026-07-30 16:16:11.291 -0700",4.006,5.774,4.176,,,380019,48937,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,1.723,1.72,false,""
492275403,"0066130202_2026-07-30 19:13:07.892307_EDGE","2026-07-30 12:13:10.074 -0700","2026-07-30 15:23:39.145 -0700",190.28,137.68,52.6,"2026-07-30 14:23:10.074 -0700",12.215,8.222,4.139,,,43734,43801,"0066-13-02-02","FSE811689E","0013A20041E8DFB6","SWH01352100246","Webasto DX",,"02","SM PW 620 Foster","620 W. Foster Rd, Santa Maria, CA 93455","App",,6.84,6.84,false,""
492274956,"0066060205_2026-07-30 18:45:46.514254_EDGE","2026-07-30 11:45:44.353 -0700","2026-07-31 08:26:46.042 -0700",1241.03,653.95,587.08,"2026-07-30 19:45:44.353 -0700",35.726,6.093,1.814,,,,,"0066-06-02-05","FSE596150E","0013A200419B5813","SBE02031970020","Webasto DX",,"CORD 5","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk",,14.648,14.648,false,""
492274932,"0066270220_2026-07-30 18:44:15.378852_EDGE","2026-07-30 11:44:12.878 -0700","2026-07-30 13:02:22.677 -0700",78.17,76.83,1.33,"2026-07-30 19:44:12.878 -0700",3.941,3.326,3.164,,,,,"0066-27-02-20",,"0013A20041EE238C","SWH01502100239","Webasto DX",,"HS-18 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,1.892,1.892,false,""
492274879,"0066030218_2026-07-30 18:40:23.169763_EDGE","2026-07-30 11:40:21.019 -0700","2026-07-31 12:21:30.566 -0700",1481.17,302.13,1179.03,"2026-07-30 21:40:21.019 -0700",5.98,6.192,0.253,,,,,"0066-03-02-18","FSE596414E","0013A20041A7B48A","SWH01462100329","Webasto DX",,"LD-4 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk",,2.631,2.631,false,""
492274722,"0066270219_2026-07-30 18:29:54.895601_EDGE","2026-07-30 11:29:52.810 -0700","2026-07-30 12:59:48.029 -0700",89.92,31.98,57.93,"2026-07-30 19:29:52.810 -0700",2.983,6.328,2.096,,,,,"0066-27-02-19",,"0013A200420EEAB7","SWH01312100191","Webasto DX",,"HS-17 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,1.432,1.432,false,""
492274207,"0066270216_2026-07-30 17:56:24.196517_EDGE","2026-07-30 10:56:21.682 -0700","2026-07-30 11:25:39.393 -0700",29.3,28.43,0.87,"2026-07-30 18:56:21.682 -0700",2.774,6.343,5.754,,,,,"0066-27-02-16",,"0013A20041F01106","SWH01492100070","Webasto DX",,"HS-14 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,1.332,1.332,false,""
492273608,"0066150202_2026-07-30 17:21:03.241193_EDGE","2026-07-30 10:21:00.840 -0700","2026-07-30 11:52:54.368 -0700",91.9,91.82,0.08,"2026-07-30 15:21:00.840 -0700",9.401,7.019,6.429,,,338758,48667,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","App",,3.854,3.85,false,""
492273564,"0066080405_2026-07-30 17:18:40.378649_EDGE","2026-07-30 10:18:43.703 -0700","2026-07-30 12:04:35.442 -0700",105.82,105.75,0.07,"2026-07-30 14:18:43.703 -0700",10.565,6.605,6.31,,,20494,42089,"0066-08-04-05","FSE811680E","0013A20041ED37C0","SWH01352100080","Webasto DX",,"C1","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,5.388,5.39,false,""
492272994,"0066060213_2026-07-30 16:47:57.817684_EDGE","2026-07-30 09:48:02.515 -0700","2026-07-30 10:19:10.233 -0700",30.8,30.4,0.4,"2026-07-30 17:48:02.515 -0700",2.77,5.873,5.512,,,361240,,"0066-06-02-13","FSE596147E","0013A20041B91762","SWH01162000302","Webasto DX",,"CORD 13","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,1.136,1.14,false,""
492272968,"0066160210_2026-07-30 16:46:41.378051_EDGE","2026-07-30 09:46:42.364 -0700","2026-07-30 12:33:48.722 -0700",167.03,166.97,0.07,"2026-07-30 19:22:42.364 -0700",15.097,6.231,5.671,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,5.888,5.89,false,""
492272710,"0066060208_2026-07-30 16:34:03.599322_EDGE","2026-07-30 09:34:01.558 -0700","2026-07-30 12:19:13.314 -0700",165.2,163.93,1.27,"2026-07-30 17:34:01.558 -0700",15.283,6.031,5.805,,,,,"0066-06-02-08","FSE596145E","0013A20041B917A7","SWH01142000052","Webasto DX",,"SS-8 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk",,6.266,6.266,false,""
492272090,"0066040225_2026-07-30 16:09:17.465768_EDGE","2026-07-30 09:09:18.331 -0700","2026-07-30 17:58:00.441 -0700",528.68,276.65,252.03,"2026-07-30 13:09:18.331 -0700",12.702,3.308,1.504,,,73389,999999,"0066-04-02-25","FSE1529509E","0013A20041D88BAC","SWH01022100421","Webasto DX",,"25","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,5.462,5.462,false,""
492271602,"0066230202_2026-07-30 15:54:36.280830_EDGE","2026-07-30 08:54:34.029 -0700","2026-07-30 17:23:21.435 -0700",508.78,376.17,132.62,"2026-07-30 16:54:34.029 -0700",34.272,6.014,4.258,,,,,"0066-23-02-02","FSE1701348E","0013A200420EEEE5","SWH01482100239","Webasto DX",,"DA-2 Fleet Only","SB District Attorney","1112 Santa Barbara St, Santa Barbara, CA 93101","Kiosk",,16.451,16.451,false,""
492270980,"0066060207_2026-07-30 15:36:11.509947_EDGE","2026-07-30 08:36:14.634 -0700","2026-07-30 16:31:01.602 -0700",474.7,122.55,352.15,"2026-07-30 12:36:14.634 -0700",5.674,3.209,0.75,,,117758,41489,"0066-06-02-07","FSE596157E","0013A20041B90271","SWH01162000307","Webasto DX",,"SS-7 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,2.326,2.326,false,""
492270779,"0066040218_2026-07-30 15:30:31.734773_EDGE","2026-07-30 08:30:29.063 -0700","2026-07-30 12:31:56.306 -0700",241.45,0.05,241.4,"2026-07-30 16:30:29.063 -0700",0,0,0,,,,,"0066-04-02-18","FSE742984E","0013A20041B91CD5","SWH01162000060","Webasto DX",,"AD-19 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492270633,"0066040216_2026-07-30 15:26:49.818566_EDGE","2026-07-30 08:26:47.432 -0700","2026-07-30 17:52:27.652 -0700",565.67,294.92,270.75,"2026-07-30 13:14:47.432 -0700",23.922,6.105,2.651,,,83566,46206,"0066-04-02-16","FSE742985E","0013A20041B9178E","SWH01142000043","Webasto DX",,"AD-20 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,10.286,10.29,false,""
492270449,"0066050201_2026-07-30 15:22:42.987769_EDGE","2026-07-30 08:22:48.124 -0700","2026-07-30 11:16:04.344 -0700",173.02,172.68,0.33,"2026-07-30 19:22:48.124 -0700",15.971,6.036,5.853,,,378400,48675,"0066-05-02-01","FSE688953E","0013A20041B91D09","SWH01162000399","Webasto DX",,"CR-1 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","App",,6.548,6.548,false,""
492269568,"0066310204_2026-07-30 15:01:51.770716_EDGE","2026-07-30 08:01:50.000 -0700","2026-07-30 16:08:25.000 -0700",486.58,369.2,117.38,"2026-07-30 17:37:50.000 -0700",38.976,7.5,4.652,,,375462,47913,"0066-31-02-04",,,"W1-1113-PPF1-6-2526-00085","LiteON IC48","4","4","CSB Santa Maria Jail","2301 Black Rd, Santa Maria, CA 93455","App",,18.319,18.32,false,""
492269536,"0066310204_2026-07-30 15:01:12.993479_EDGE","2026-07-30 08:01:11.000 -0700","2026-07-30 08:01:49.000 -0700",0.63,0,0.63,"2026-07-30 16:01:11.000 -0700",0,0,0,,,,,"0066-31-02-04",,,"W1-1113-PPF1-6-2526-00085","LiteON IC48","4","4","CSB Santa Maria Jail","2301 Black Rd, Santa Maria, CA 93455","Default",,0,0,false,""
492269523,"0066080304_2026-07-30 15:00:49.686893_EDGE","2026-07-30 08:00:52.841 -0700","2026-07-30 17:34:14.801 -0700",573.22,451.05,122.17,"2026-07-30 20:01:52.841 -0700",21.229,6.442,2.325,,,83704,43955,"0066-08-03-04","FSE811680E","0013A200422C39F7","SWH01352100078","Webasto DX",,"B2","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,10.827,0,false,""
492269359,"0066030309_2026-07-30 14:57:28.167172_EDGE","2026-07-30 07:57:30.410 -0700","2026-07-30 11:26:05.782 -0700",208.57,208.03,0.53,"2026-07-30 14:57:30.410 -0700",19.836,6.236,5.988,,,27987,38187,"0066-03-03-09","FSE596421E","0013A200419B58F2","SBE02031970011","Webasto DX",,"14","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,8.728,8.73,false,""
492269127,"0066110201_2026-07-30 14:53:10.795387_EDGE","2026-07-30 07:53:08.510 -0700","2026-07-30 11:56:18.189 -0700",243.17,241.77,1.4,"2026-07-30 12:53:08.510 -0700",23.033,6.253,5.955,,,310664,,"0066-11-02-01","FSE811684E","0013A20041E48862","SWH01352100218","Webasto DX",,"DX-003","SM Betteravia","2115 Centerpointe Pkwy, Santa Maria, CA 93455","App",,11.056,11.06,false,""
492269018,"0066040228_2026-07-30 14:51:23.265735_EDGE","2026-07-30 07:51:24.267 -0700","2026-07-30 12:21:30.939 -0700",269.9,141.8,128.1,"2026-07-30 19:51:24.267 -0700",11.18,6.313,2.646,,,46960,47914,"0066-04-02-28","FSE688960E","0013A20041D89617","SWH01022100407","Webasto DX",,"28","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,4.808,4.81,false,""
492268993,"0066060215_2026-07-30 14:50:48.173770_EDGE","2026-07-30 07:50:52.982 -0700","2026-07-30 15:07:23.012 -0700",436.4,436.2,0.2,"2026-07-30 15:50:52.982 -0700",41.001,6.085,5.911,,,382726,43498,"0066-06-02-15","FSE596155E","0013A20041B915CF","SWH01142000045","Webasto DX",,"CORD 15","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,16.81,16.81,false,""
492268601,"0066040212_2026-07-30 14:41:42.592071_EDGE","2026-07-30 07:41:47.261 -0700","2026-07-30 12:15:24.054 -0700",273.57,187.2,86.37,"2026-07-30 10:42:47.261 -0700",7.995,5.749,1.824,,,380019,48937,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,3.438,3.44,false,""
492268352,"0066030320_2026-07-30 14:34:56.076625_EDGE","2026-07-30 07:34:53.579 -0700","2026-07-30 10:36:30.451 -0700",181.62,181.42,0.2,"2026-07-30 14:34:53.579 -0700",17.24,6.226,5.965,,,307927,48770,"0066-03-03-20","FSE596418E","0013A20041A7B4C9","SBE02031970021","Webasto DX",,"12","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,7.586,7.59,false,""
492268135,"0066040212_2026-07-30 14:29:34.628964_EDGE","2026-07-30 07:29:38.349 -0700","2026-07-30 07:40:38.708 -0700",10.9,4.33,6.57,"2026-07-30 10:59:38.349 -0700",0.1,1.514,0.629,,,380019,48937,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,0.043,0.04,false,""
492267917,"0066040214_2026-07-30 14:23:35.800834_EDGE","2026-07-30 07:23:36.810 -0700","2026-07-30 07:26:41.289 -0700",2.82,0.12,2.7,"2026-07-30 11:23:36.810 -0700",0,0,0,,,380019,48937,"0066-04-02-14","FSE742988E","0013A20041B91742","SWH01142000060","Webasto DX",,"23","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,0,0,false,""
492267911,"0066010204_2026-07-30 14:23:22.621182_EDGE","2026-07-30 07:23:20.753 -0700","2026-07-30 09:21:49.778 -0700",118.48,118.42,0.07,"2026-07-30 15:23:20.753 -0700",1.217,7.114,0.632,,,,,"0066-01-02-04","FSE688938E","0013A20041B28D79","SOS01451700119","AeroVironment",,"SBG-12 Fleet Only","SB Garage","4568 Calle Real Bldg. A, Santa Barbara, CA 93110","Default",,0,0,false,""
492267817,"0066040213_2026-07-30 14:20:28.841066_EDGE","2026-07-30 07:20:31.165 -0700","2026-07-30 07:22:46.488 -0700",2.17,0.12,2.05,"2026-07-30 19:20:31.165 -0700",0,0,0,,,380019,48937,"0066-04-02-13","FSE742987E","0013A20041B91079","SWH01162000372","Webasto DX",,"AD-21 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,0,0,false,""
492267804,"0066040226_2026-07-30 14:20:08.494178_EDGE","2026-07-30 07:20:06.032 -0700","2026-07-30 11:20:34.164 -0700",240.47,140.23,100.23,"2026-07-30 11:20:06.032 -0700",5.51,3.307,1.434,,,67027,44362,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,2.37,2.37,false,""
492267401,"0066040227_2026-07-30 14:08:52.406968_EDGE","2026-07-30 07:08:52.963 -0700","2026-07-30 12:09:24.302 -0700",300.37,299.07,1.3,"2026-07-30 19:08:52.963 -0700",26.944,6.277,5.656,,,378143,49155,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,11.586,11.586,false,""
492265277,"0066260204_2026-07-30 13:00:50.639394_EDGE","2026-07-30 06:00:51.311 -0700","2026-07-30 18:30:47.241 -0700",749.72,231.2,518.52,"2026-07-30 18:00:51.311 -0700",10.824,3.164,0.907,,,366418,33900,"0066-26-02-04",,"0013A20041FCCF07","SWH01312100122","Webasto DX",,"12","RFCC","4415 Cathedral Oaks Rd, Santa Barbara, CA 93110","App",,4.221,4.22,false,""
492264943,"0066310205_2026-07-30 12:49:00.817964_EDGE","2026-07-30 05:49:00.000 -0700","2026-07-30 18:33:58.000 -0700",764.97,446.45,318.52,"2026-07-30 15:25:00.000 -0700",50.739,7.4,4.655,,,377364,47830,"0066-31-02-05",,,"W1-1113-PPF1-6-2526-00135","LiteON IC48","5","5","CSB Santa Maria Jail","2301 Black Rd, Santa Maria, CA 93455","App",,23.847,23.847,false,""
492264906,"0066160210_2026-07-30 12:47:38.997522_EDGE","2026-07-30 05:47:42.511 -0700","2026-07-30 09:46:15.100 -0700",238.5,238.42,0.08,"2026-07-30 15:23:42.511 -0700",21.725,6.157,5.719,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,8.473,8.47,false,""
492261154,"0066030303_2026-07-30 06:36:33.683282_EDGE","2026-07-29 23:36:34.293 -0700","2026-07-30 06:56:37.963 -0700",439.62,438.17,1.45,"2026-07-30 08:22:34.293 -0700",41.04,6.126,5.885,,,372448,48476,"0066-03-03-03","FSE742971E","0013A200419B56F3","SBE02501870483","Webasto DX",,"21","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,18.058,18.06,false,""
492260952,"0066160205_2026-07-30 06:18:21.212559_EDGE","2026-07-29 23:18:19.203 -0700","2026-07-29 23:30:20.413 -0700",12.02,0,12.02,"2026-07-30 07:18:19.203 -0700",0,0,0,,,,,"0066-16-02-05",,"0013A200420F1010","SWH01502100195","Webasto DX",,"4","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","Default",,0,0,false,""
492260013,"0066100201_2026-07-30 04:57:01.811616_EDGE","2026-07-29 21:56:59.459 -0700","2026-07-30 05:14:26.590 -0700",437.45,280.78,156.67,"2026-07-30 01:32:59.459 -0700",30.014,7.115,4.317,,,377572,39786,"0066-10-02-01","FSE811673E","0013A20041E89F6C","SWH01352100074","Webasto DX",,"01","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","App",,12.906,12.906,false,""
492259809,"0066100204_2026-07-30 04:45:06.134004_EDGE","2026-07-29 21:45:10.652 -0700","2026-07-30 05:13:24.553 -0700",448.02,301.08,146.93,"2026-07-30 04:45:10.652 -0700",25.784,7.093,3.618,,,387307,44445,"0066-10-02-04","FSE811682E","0013A20041E8E2D3","SWH01352100085","Webasto DX",,"04","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","App",,11.087,11.09,false,""
492258199,"0066270213_2026-07-30 03:44:02.157464_EDGE","2026-07-29 20:43:59.704 -0700","2026-07-30 08:21:52.665 -0700",697.88,309.37,388.52,"2026-07-30 04:43:59.704 -0700",23.034,6.289,2.076,,,,,"0066-27-02-13",,"0013A20041F00DBB","SWH01492100009","Webasto DX",,"HS-11 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,11.057,11.057,false,""
492253634,"0066250207_2026-07-30 02:28:01.153010_EDGE","2026-07-29 19:27:58.739 -0700","2026-07-31 09:00:55.323 -0700",2252.95,404.6,1848.35,"2026-07-30 03:27:58.739 -0700",35.062,6.486,0.978,,,,,"0066-25-02-07","FSE1701358E","0013A200420EFCEC","SWH01502100197","Webasto DX",,"SMG-7 Fleet Only","SM Garage","912 W Foster Rd, Santa Maria, CA 93455","Kiosk",,0,0,false,""
492247843,"0066050217_2026-07-30 01:25:50.528193_EDGE","2026-07-29 18:25:48.288 -0700","2026-07-30 09:53:03.511 -0700",927.25,820.45,106.8,"2026-07-30 02:25:48.288 -0700",43.644,6.161,2.954,,,,,"0066-05-02-17","FSE688957E","0013A20041B916DD","SWH01162000293","Webasto DX",,"CR-17 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,17.894,17.894,false,""
